,Unnamed: 0.1,Unnamed: 0,Unique ID,Status Code,Recipient,Site Address,City,Type,Size of Array (in kW),Value of grant,Value of Project,Installer,Commissioning Date,Latitude,Longitude,Image URL
69,69,69,P071,C,"Kathy's House, Inc.",9101 W Doyne Ave,Wauwautosa,Housing,75.0,24975.0,146250.0,Arch Electric,12/1/20 0:00,43.03921389,-88.026028,
70,70,70,P073,C,"Movin' Out, Inc.",951 Acewood Blvd,Madison,Housing,124.0,24975.0,203795.0,Full Spectrum Solar,9/1/21 0:00,43.08475833,-89.302358,
71,71,71,P074,C,"Aptiv, Inc.",3000 South Avenue,La Crosse,Adult Education,55.5,12487.5,116000.0,Solar Connections,10/8/20 0:00,43.78385278,-91.232483,
72,72,72,P076,C,Covenant Lutheran Church,1525 N Van Buren St,Stoughton,Faith,85.0,24975.0,166500.0,Synergy Renewables,11/10/20 0:00,42.93205556,-89.230308,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P076-Covenant_Lutheran_Church_arial.jpg
73,73,73,P077,C,Dodge County Housing Authority,905 Division St.,Horicon,Housing,104.2,24975.0,266859.0,Midwest Solar,,43.44433056,-88.620622,
74,74,74,P078,C,Grace Congregational United Church of Christ,2801 Garfield Street,Two Rivers,Faith,20.0,11155.5,83749.0,Arch Electric,11/13/20 0:00,44.15969444,-87.556503,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P078-Grace_Two_Rivers.jpg
75,75,75,P079,C,Green Bay Area Public Schools Education Foundation (on behalf of Aldo Leopold Community School),622 Eliza St,Green Bay,School,13.69,6160.5,16100.0,Eland Electric,6/1/21 0:00,44.49993611,-88.018114,
76,76,76,P080,C,Lutheran Church of the Living Christ,110 N Gammon Road,Madison,Faith,49.21,12487.5,63825.0,SunBadger Solar,3/1/21 0:00,43.06990278,-89.503753,
77,77,77,P081,C,Social Development Foundation,1730 W. North Avenue,Milwaukee,Poverty alleviation,111.0,24975.0,210350.0,Convergence Energy,12/13/20 0:00,43.06076944,-87.934475,
78,78,78,P082,C,Washington County Humane Society,3650 WI-60 Trunk,Slinger,Animal Shelter,49.6,12487.5,103068.8,Current Electric,10/30/20 0:00,43.32545556,-88.219186,
79,79,79,C090,C,"The BRICK Ministries, Inc.",420 Ellis Avenue,Ashland,Poverty alleviation,11.375,6399.0,31991.0,Jolma Electric,2/23/21 0:00,46.58939444,-90.880811,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/C090-BRICK-array.jpg
80,80,80,C092,C,"Friends of the Albertson Memorial Library, Inc.",200 North Water St,Albany,Library,28.8,10000.0,53750.0,Full Spectrum Solar,5/24/21 0:00,42.70940833,-89.438644,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/C092-Albertson-Lib.jpg
81,81,81,C093,C,Ezekiel Lutheran Church,202 S 2nd St,River Falls,Faith,51.6,10000.0,124127.0,Energy Concepts,10/1/21 0:00,44.85675556,-92.624703,
82,82,82,P083,C,Friends of the Sauk County Fairgrounds,PO Box 303,Baraboo,Community Facility,19.24,8658.0,40398.0,All Sky Energy,5/1/21 0:00,43.47197222,-89.723322,
83,83,83,P086,C,Plymouth Congregational UCC,2401 Atwood Ave,Madison,Faith,17.02,7659.0,41833.0,Arch Electric,11/1/21 0:00,43.09356389,-89.346633,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P086-PlymouthCong-1.jpg
84,84,84,P087,C,Just One More Ministry,4180 N Lydell Street,Glendale,Poverty alleviation,28.86,12487.5,53336.0,Arch Electric,4/1/21 0:00,43.09373611,-87.909117,
85,85,85,P089,C,"Couleecap, Inc.",201 Melby Street,Westby,Poverty alleviation,63.0,12487.5,94958.0,Ethos Green Power,11/1/21 0:00,43.65414722,-90.858317,
86,86,86,P091,C,Community Clothes Closet,1465B Opportunity Way,Menasha,Poverty alleviation,24.42,10989.0,40410.0,Eland Electric,12/1/21 0:00,44.22746389,-88.415028,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P091-Community-Clothes-Closet.jpg
87,87,87,P094,C,All Saints Lutheran Church,2951 Chapel Valley Road ,Fitchburg,Faith,20.7,9324.0,45420.0,Midwest Solar Power,6/1/21 0:00,43.01501944,-89.432764,
88,88,88,P095,C,Milwaukee Habitat for Humanity ReStore,4150 S 108th St,Greenfield,Poverty alleviation,49.95,12487.5,139833.0,Energize,12/1/21 0:00,42.96863611,-88.046931,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P095-Milw-HfH-Restore.jpg
89,89,89,P096,C,"Habitat for Humanity of Dane County, Inc",3101 Latham Drive,Madison,Poverty alleviation,30.0,12487.5,51000.0,Madison Solar Consulting,7/21/21 0:00,43.03030833,-89.402597,
90,90,90,P097,C,Walnut Way Conservation Corps,2240 North 17th Street,Milwaukee,Human Services,10.0,4662.0,51000.0,Arch Electric,2/15/22 0:00,43.059825,-87.933614,
91,91,91,P098,C,Boys & Girls Club of Dane County,"4619 Jenewein Rd, Fitchburg, Wl 53711.",Fitchburg,Youth Services,85.8,24975.0,176500.0,WES Engineering,11/1/21 0:00,43.02846667,-89.457783,
92,92,92,P099,C,Yerkes Future Foundation,373 W Geneva St,Williams Bay,Community Facility,60.0,12487.5,165000.0,Adams Electric,12/1/21 0:00,42.57035278,-88.556272,
93,93,93,C100,C,North Central Conservancy Trust,301 W. Cedar Street,Stevens Point,Conservation,3.4,2676.0,13380.0,North Wind,6/7/21 0:00,44.486625,-89.553944,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/C100-NCCT-RibbonCutting.jpg
94,94,94,C101,C,American Birkebeiner,PO Box 911,Hayward,Athletics,6.12,4325.0,21624.4,Tru North Solar,10/1/21 0:00,46.0131,-91.4832,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/C101-Am_Bierke_Array.jpg
95,95,95,C102,C,First Congregational Church-United Church of Christ,311 2nd St.,Wisconsin Rapids,Faith,42.5,5000.0,104700.0,North Wind,11/17/21 0:00,44.38996667,-89.825442,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/C102-UCC-WiscRapids_1.jpg
96,96,96,C103,C,"First Congregational United Church of Christ Madison, WI",1609 University Ave,Madison,Faith,61.2,5000.0,134000.0,Full Spectrum,3/2/22 0:00,43.07314722,-89.414433,
97,97,97,C104,C,Visit Sheboygan STEAM,826 S 8th Street,Sheboygan ,Community Facility,19.5,5000.0,46137.0,Arch Electric,2/1/23 0:00,43.74583611,-87.713653,
98,98,98,C105,C,Madison Monthly Meeting (Quakers),1704 Roberts Court,Madison,Faith,20.0,5000.0,39000.0,Full Spectrum,11/1/22 0:00,43.06675556,-89.416097,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/C105-MadisonMonthlyMeeting-Quakers.jpg
99,99,99,P109,C,Ashland Area Development Corporation,422 3rd St. West,Ashland,Human Services,120.0,24975.0,166895.0,Jolma Electric,12/1/21 0:00,46.58833056,-90.886639,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P109-AADC1.JPG
100,100,100,P110,C,Neshkoro Area Fire Protection District,W690 County Road E,Neshkoro,Public Safety,14.08,3163.5,39900.0,Ally Sky Energy,11/17/21 0:00,43.97663611,-89.198339,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P110-Neshkoro.jpg
101,101,101,P111,C,American Birkebeiner,PO Box 911,Hayward,Athletics,24.9,5661.0,49880.0,Tru North Solar,11/1/21 0:00,46.0131,-91.4832,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P111-Birkie-SawyerCtyRecorder.jpg
102,102,102,P113,C,Friends of the Pavilion (Formerly known as Friends of the Egg Harbor Library),7845 Church Street,Egg Harbor,Library,20.0,4495.5,53760.0,Eland Electric,8/1/21 0:00,45.05145556,-87.278781,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P113-Kress_pav-panels.jpg
103,103,103,P114,C,Woodland Boys & Girls Club Inc.,W6719 Water St.,Neopit,Youth Services,20.72,4662.0,48100.0,Eland Electric,3/1/22 0:00,44.98494722,-88.828858,
104,104,104,P116,C,Family & Children's Center (Viroqua),1321 N. Main St.,Viroqua,Poverty alleviation,82.0,18481.5,142684.0,Ethos Green Energy,11/1/21 0:00,43.57636389,-90.888408,
105,105,105,P117,C,"Sheboygan Senior Community, Inc",3505 County Rd Y,Sheboygan ,Housing,198.0,24975.0,658000.0,Arch Electric,2/1/23 0:00,43.78173056,-87.779367,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P117-SheboySenCenter-1.jpg
106,106,106,C119,A,Commonwealth Development,"2009 Leland, Madison, WI 53711",Madison,Housing,17.3,5000.0,45000.0,undecided,,43.03104167,-89.479492,
107,107,107,C121,C,ECHO (Everyone Cooperating To Help Others),"65 S High Street, Janesville, WI 53548",Janesville,Poverty alleviation,63.45,10000.0,155452.0,SunBadger,8/17/22 0:00,42.67960833,-89.026772,
108,108,108,P122,C,Midvale Community Lutheran Church ,"4329 Tokay Boulevard, Madison WI 53711 ",Madison,Faith,7.2,1822.5,23995.0,Full Spectrum,3/19/23 0:00,43.05319444,-89.450697,
109,109,109,P124,C,Access Community Health Centers ,"2202 South Park Street, Madison, WI 53713",Madison,Health Care,52.1,11822.0,96320.0,Full Spectrum,3/1/23 0:00,43.04212222,-89.394292,
110,110,110,P125,C,Access Community Health Centers,"1270 W. Main, Sun Prairie, WI, 53590 ",Sun Prairie,Health Care,48.1,10823.0,97000.0,Full Spectrum,3/1/23 0:00,43.17999722,-89.235022,
111,111,111,P126,C,Access Community Health Centers,"3434 E. Washington Ave., Madison, WI, 53704",Madison,Health Care,56.07,12488.0,101305.0,Full Spectrum,3/1/23 0:00,43.114575,-89.329803,
112,112,112,P127,C,Madison Circus Space,"2082 Winnebago St, Madison, WI 53704",Madison,Recreation,27.3,6691.2,64318.0,Full Spectrum,6/3/22 0:00,43.09419167,-89.354389,
113,113,113,P128,C,"Northern Lights Services, Inc","706 Bratley Dr  Washburn, WI 54891",Washburn,Health Care,118.03,24975.0,177420.0,Jolma Electric,12/1/22 0:00,46.68190278,-90.883172,
114,114,114,P129,C,Dunn County Historical Society,"1820 John Russell Road, Menomonie, Wisconsin 54751",Menomonie,Community Facility,50.32,12953.2,155492.0,Next Energy Solutions,8/1/22 0:00,44.904375,-91.919008,
115,115,115,P130,C,Mt Zion Baptist Church (MTZ),"2019 Fisher Street; Madison, WI 53713",Madison,Faith,21.6,6804.0,53532.0,WES Engineering,7/1/22 0:00,43.043725,-89.391275,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P130-MTZ-Church.jpg
116,116,116,P131,C,Chapel Valley Church,"3102 Prairie Road, Madison, WI, 53719",Madison,Faith,35.52,7992.0,88000.0,Midwest Solar Power,5/1/23 0:00,43.01993056,-89.492217,
117,117,117,P132,C,Prince of Peace Lutheran Church (ELCA),"Prince of Peace Lutheran Church, 2330 E Calumet Street, Appleton, WI 54915",Appleton,Faith,43.2,13662.0,90000.0,Appleton Solar,7/1/22 0:00,44.24421667,-88.37015,
118,118,118,P134,C,Catholic Charities,"508 5th Avenue S, La Crosse, WI 54601",La Crosse,Poverty alleviation,28.48,7120.0,57000.0,Solar Connections,9/1/22 0:00,43.80737778,-91.250564,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P134-Catholic_Charities_LaCrosse.jpg
119,119,119,C135,C,Agrace HospiceCare,2901 N. Wright Road,Janesville,Health Care,87.0,10000.0,209477.0,Full Spectrum,6/20/23 0:00,42.71838333,-88.974369,
120,120,120,P136,PS,Albany Lions Club,402 N Cincinnati St.,Albany,Youth Services,19.7,5116.8,57138.0,All Energy Solar,4/1/23 0:00,42.71243056,-89.431697,
121,121,121,P137,C,Aldo Leopold Foundation,E12919 Levee Rd,Baraboo,Conservation,90.0,28576.8,232000.0,All Sky Energy,6/1/23 0:00,43.55825556,-89.678792,
122,122,122,P140,C,Couleecap,616 8th St South,LaCrosse,Poverty alleviation,41.0,11360.25,86100.0,Ethos,11/1/22 0:00,43.80520278,-91.246297,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P140-Couleecap_Roof.jpg
123,123,123,P141,C,Couleecap,301 Trescher Ave ,Cashton,Poverty alleviation,43.9,12028.5,92127.0,Ethos,11/1/22 0:00,43.74536944,-90.782069,
124,124,124,C142,C,Curative Connections,2900 Curry Lane,Green Bay,Health Care,280.0,10000.0,569900.0,Eland Electric,4/1/23 0:00,44.52288611,-87.933939,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/C142-CurtvConnections.jpg
125,125,125,P143,C,Dane County Humane Society's Wildlife Center,5132 Voges Road,Madison,Animal Shelter,77.0,25000.0,621000.0,Arch,In progress,43.043175,-89.292364,
126,126,126,P145,C,Emmanuel Community United Methodist Church,N84W16707 Menomonee Avenue,Menomonee Falls,Faith,31.0,9865.8,68921.0,Arch,5/1/23 0:00,43.16980278,-88.117156,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P145-EM-MenFalls.jpg
127,127,127,P146,PS,HALO (Homeless Assistance Leadership Organization),2000 DeKoven Avenue,Racine,Poverty alleviation,60.3,19051.2,133700.0,Arch,9/1/23 0:00,42.70939444,-87.803822,
128,128,128,P148,C,Hunger Task Force,5000 W. Electric Avenue,West Milwaukee,Poverty alleviation,89.1,28236.6,188638.0,Arch,6/1/23 0:00,43.00545833,-87.975894,
129,129,129,C149,C,Lawrence University,7590 Boynton Lane,Baileys Harbor,College,217.0,10000.0,910037.0,Faith Technologies,5/1/23 0:00,43.0428533,-89.292582,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/C149-LawrenceUniv-bjorklunden.jpg
130,130,130,C150,C,MACHA (Madison Area Cooperative Housing Alliance),5318 Hoboken Road,Madison,Housing,14.4,5000.0,46375.0,Full Spectrum,6/1/23 0:00,43.04855833,-89.347261,
131,131,131,P151,PS,McFarland Lutheran Church,5529 Marsh Rd,McFarland,Faith,30.78,9865.8,120200.0,Synergy Renewables,7/1/23 0:00,43.01675,-89.285733,
132,132,132,P153,C,Movin' Out ,1120 N Windsor Ave,Cottage Grove,Housing,20.0,6463.8,65000.0,Westphal Electric,5/1/23 0:00,43.10038333,-89.1999,
133,133,133,C155,C,Northwest Side Community Development Corporation,4101 N 31st Street,Milwaukee,Poverty alleviation,3.2,2433.0,11500.0,Full Spectrum,3/1/23 0:00,43.0913,-87.953042,
134,134,134,P157,C,Pine Valley Community Village,25951 Circle View,Richland Center,Housing,180.0,51030.0,250423.0,Solar Connections,6/1/23 0:00,43.30371111,-90.352586,
135,135,135,P158,C,Racine County Food Bank,2000 DeKoven Avenue,Racine,Poverty alleviation,37.8,11907.0,84900.0,Arch,6/1/23 0:00,42.70939444,-87.803822,
136,136,136,C159,C,Rivers and Bluffs Animal Shelter,460 Cliffwood Drive,Prairie du Chien,Animal Shelter,23.0,5000.0,50848.0,Olson Solar,3/1/23 0:00,43.07619167,-91.139858,
137,137,137,P161,A,Southwestern Wisconsin Community Action Program (SWCAP),1103 21st St,Brodhead,Poverty alleviation,144.2,33412.5,372160.0,Midwest Solar ,In progress,42.61004167,-89.37955,
138,138,138,P162,C,St. Mary Church Omro Wisconsin ,St Mary's Church 739 Madison Ave.,Omro,Faith,24.0,7824.6,43984.0,Appleton Solar,7/1/23 0:00,44.03374167,-88.742347,
