Unique ID,Status Code,Recipient,Site Address,City,Type,Size of Array (in kW),Value of grant,Value of Project,Installer,Commissioning Date,Latitude,Longitude,Incomplete Address,Image URL
C046,C,Redeemer Lutheran,"631 N 19th St., Milwaukee, WI 53233",Milwaukee,Faith,26.18,10000.0,68068.0,SunBadger Solar,2019-11-13 00:00:00,43.038205,-87.937064,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/C046-RedeemerLutheran.jpg
C025,C,SCHA - Exeland Senior Housing,"946 N Washington Ave, Exeland, WI 54835",Exeland,Housing,12.24,5826.0,29131.2,Carlson Electric,2019-01-02 00:00:00,45.66997315384615,-91.24520053846153,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/C025-030-SCHA-1.jpg
C026,C,SCHA-Gibson,"5888 Gibson Ave, Stone Lake, WI 54876",Stone Lake,Housing,10.88,5178.0,25894.4,Carlson Electric,2019-01-02 00:00:00,45.8485698,-91.5393951,FALSE,
C027,C,SCHA-Plainview Village,"1050 Vitcenda Ln, Exeland, WI 54835",Exeland,Housing,21.08,9710.0,48552.0,Carlson Electric,2019-01-02 00:00:00,45.6742288733583,-91.24599796960287,FALSE,
C028,C,SCHA-Radmore Village,"3593 Highland Dr, Radisson, WI 54867",Radisson,Housing,33.32,10000.0,81183.0,Carlson Electric,2019-01-02 00:00:00,45.76509306122449,-91.21668438775511,FALSE,
C029,C,SCHA-Vista Village,"15782 Illinois Ave, Hayward, WI 54843",Hayward,Housing,46.24,10000.0,110051.2,Carlson Electric,2019-01-02 00:00:00,46.019561280227784,-91.48244389790901,FALSE,
C030,C,SCHA-Winmore,"6530 W McClaine Ave, Winter, WI 54896",Winter,Housing,29.24,10000.0,69591.2,Carlson Electric,2019-01-02 00:00:00,45.816194,-91.009423,FALSE,
C040,C,Sisters of St. Francis,"3110 Nicolet Dr, Green Bay, WI 54311",Green Bay,Faith,98.0,20000.0,228900.0,Eland Electric,2019-08-28 00:00:00,44.557468568527455,-87.90885478802983,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/C040-SistersStFrancis-GB.jpg
C048,C,Solon Springs School District,"8993 E Baldwin Ave, Solon Springs, WI 54873",Solon Springs,School,99.9,20000.0,249000.0,Carlson Electric,2020-10-15 00:00:00,46.34564820365587,-91.83073053520097,FALSE,
C042,C,St. Dennis Congregation,"505 Dempsey Rd, Madison, WI 53714",Madison,Faith,23.8,10000.0,52273.0,Sunvest,2019-09-06 00:00:00,43.090160098523015,-89.31627574934132,FALSE,
C050,C,St. John's Lutheran Church,"625 E Netherwood St, Oregon, WI 53575",Oregon,Faith,29.6,10000.0,64995.0,Full Spectrum Solar,2020-11-28 00:00:00,42.93592465455906,-89.37222958532799,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/C050-StJohns-Oregon.jpg
C049,C,Washburn Elementary School,"305 W 4th St, Washburn, WI 54891",Washburn,School,120.0,20000.0,236693.0,Eagle Point Solar,2020-10-15 00:00:00,46.6735719,-90.8976501,FALSE,
C035,C,Wisconsin Conference UCC,"4459 Gray Rd, DeForest, WI 53532",Deforest,Faith,19.95,10000.0,50968.0,Arch Electric,2019-05-02 00:00:00,43.22355978569848,-89.34213852048099,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/C035-WI-Conference.jpg
P051,C,Milwaukee Habitat for Humanity,"3726 N Booth St, Milwaukee, WI 53212",Milwaukee,Housing,53.25,11981.25,141612.0,Energize LLC,2019-12-04 00:00:00,43.0845782,-87.9035949,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P051-Milw-HfH-Restore.jpg
P052,C,Aspirus - Family Housing Project ,"2801 Westhill Dr, Wausau, WI 54401",Wausau ,Housing,19.53,8786.25,42000.0,North Wind Renewable Energy,2019-11-07 00:00:00,44.968043,-89.671111,FALSE,
P053,C,Victory Garden Initiative,"249 E Concordia Ave, Milwaukee, WI 53212",Milwaukee,Poverty Alleviation,8.8,3996.0000000000005,12405.0,Convergence Energy,2020-01-01 00:00:00,43.0783394,-87.907855,FALSE,
C054,C,St. Thomas Aquinas,"6630 Clovernook Rd, Middleton, WI 53562",Madison,Faith,24.12,10000.0,50148.0,SunVest,2020-03-04 00:00:00,43.084613904268444,-89.49926025953637,FALSE,
P055,C,YMCA of the Fox Cities - Camp Nan A Bo Sho,"18369 Okonto Ln, Lakewood, WI 54138",Lakewood,Youth Services,12.425,5827.5,27367.0,Appleton Solar,2020-05-06 00:00:00,45.300694,-88.524174,FALSE,
P056,C,"Nourish Farms, Inc.","100 Alfred Miley Ave, Sheboygan Falls, WI 53085",Sheboygan Falls,Food,9.94,4144.0,34000.0,Arch Electric,2020-04-30 00:00:00,43.734497,-87.802554,FALSE,
P057,C,Sawyer County Non Profit Housing Development (SCNPHD),"10695 Reinke St, Hayward, WI 54843",Hayward,Housing,67.45,24975.0,181000.0,Carlson Electric,2020-05-13 00:00:00,46.01929378135142,-91.48147827634364,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P057-059-SCNHA-1.jpg
P058,C,Sawyer County Non Profit Housing Development (SCNPHD),"3660 Highland Dr, Radisson, WI 54867",Radisson,Housing,17.04,7992.000000000001,45800.0,Carlson Electric,2020-05-13 00:00:00,45.76771364736846,-91.21813380159344,FALSE,
P059,C,Sawyer County Non Profit Housing Development (SCNPHD),"5105 Crawford St, Winter, WI 54896",Winter,Housing,31.95,14985.0,85946.0,Carlson Electric,2020-05-13 00:00:00,45.81976805066729,-91.00784552352113,FALSE,
P060,C,University of Wisconsin-Madison Arboretum,"1207 Seminole Hwy, Madison, WI 53711",Madison,Conservation,25.16,11322.0,90414.0,SunPeak,2020-10-20 00:00:00,43.03964001476243,-89.44375523690685,FALSE,
P061,C,Madison Audubon Society,"W7503 Kampen Rd, Arlington, WI 53911",Arlington,Conservation,8.5,3996.0000000000005,26785.0,Midwest Solar,2020-11-15 00:00:00,43.321334,-89.373086,FALSE,
P063,C,Menīkānaehkem Inc.,"1149 Main St, Gresham, WI 54128",Gresham,Youth Services,11.84,5328.0,25450.0,Eland Electric,2020-04-01 00:00:00,44.8516,-88.78715,FALSE,
P064,C,Zwingli United Church of Christ,"1693 Washington St, Verona, WI 53593",Verona,Faith,6.0,2830.5,15000.0,Eagle Point Solar,2020-05-01 00:00:00,42.94616140362253,-89.65548598188909,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P064-MtVernon-Zwingli.jpg
P065,C,CAP Services,"2900 Hoover Rd Ste A, Stevens Point, WI 54481",Stevens Point,Poverty Alleviation,13.32,5994.0,28300.0,North Wind,2020-06-01 00:00:00,44.507947,-89.529463,FALSE,
P066,C,Humane Society of Jefferson County,"W6127 Kiesling Rd, Jefferson, WI 53549",Jefferson,Animal Shelter,62.1,12487.5,127600.0,WES Engineering,2020-08-01 00:00:00,42.97042,-88.844286,FALSE,
P067,C,Jackson County Animal Shelter,"416 County Rd R, Black River Falls, WI 54615",Black River Falls,Animal Shelter,19.98,8991.0,46000.0,Solar Connection,2020-09-01 00:00:00,44.2952152,-90.8484137,FALSE,
P068,C,Boys & Girls Clubs of Greater La Crosse,"1331 Clinton St, La Crosse, WI 54603",La Crosse,Youth Services,75.48,24975.0,150000.0,Solar Connection,2020-09-01 00:00:00,43.84144730612245,-91.23865153061224,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P068-BandG-RibbonCutting2022.jpg
P069,C,Habitat for Humanity La Crosse,"3181 Berlin Dr, Onalaska, WI 54650",Onalaska,Poverty Alleviation,53.28,12487.5,112900.0,Solar Connection,2020-09-01 00:00:00,43.884717,-91.166003,FALSE,
P070,C,Camp Amnicon,"8450 E Camp Amnicon Rd, South Range, WI 54874",South Range,Youth Services,19.24,8658.0,29750.0,Wholesale Solar,2020-11-01 00:00:00,46.6079956,-91.9835234,FALSE,
P071,C,"Kathy's House, Inc.","9101 W Doyne Ave, Milwaukee, WI 53226",Wauwautosa,Housing,75.0,24975.0,146250.0,Arch Electric,2020-12-01 00:00:00,43.039186,-88.026054,FALSE,
P073,C,"Movin' Out, Inc.","951 Acewood Blvd, Madison, WI 53714",Madison,Housing,124.0,24975.0,203795.0,Full Spectrum Solar,2021-09-01 00:00:00,43.08556900080774,-89.30298394918448,FALSE,
P074,C,"Aptiv, Inc.","3000 South Ave, La Crosse, WI 54601",La Crosse,Adult Education,55.5,12487.5,116000.0,Solar Connections,2020-10-08 00:00:00,43.783673,-91.232453,FALSE,
P076,C,Covenant Lutheran Church,"1525 N Van Buren St, Stoughton, WI 53589",Stoughton,Faith,85.0,24975.0,166500.0,Synergy Renewables,2020-11-10 00:00:00,42.93207490473629,-89.2308769036318,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P076-Covenant_Lutheran_Church_arial.jpg
P077,C,Dodge County Housing Authority,"905 Division St, Horicon, WI 53032",Horicon,Housing,104.2,24975.0,266859.0,Midwest Solar,,43.44431814285714,-88.62162006122449,FALSE,
P078,C,Grace Congregational United Church of Christ,"2801 Garfield St, Two Rivers, WI 54241",Two Rivers,Faith,20.0,11155.5,83749.0,Arch Electric,2020-11-13 00:00:00,44.15967,-87.557932,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P078-Grace_Two_Rivers.jpg
P079,C,Green Bay Area Public Schools Education Foundation (on behalf of Aldo Leopold Community School),"622 Eliza St, Green Bay, WI 54301",Green Bay,School,13.69,6160.500000000001,16100.0,Eland Electric,2021-06-01 00:00:00,44.50053744897959,-88.01814771428572,FALSE,
P080,C,Lutheran Church of the Living Christ,"110 N Gammon Rd, Madison, WI 53717",Madison,Faith,49.21,12487.5,63825.0,SunBadger Solar,2021-03-01 00:00:00,43.07029376767677,-89.50265983838383,FALSE,
P081,C,Social Development Foundation,"1730 W North Ave, Milwaukee, WI 53205",Milwaukee,Poverty alleviation,111.0,24975.0,210350.0,Convergence Energy,2020-12-13 00:00:00,43.060718550000004,-87.93452210000001,FALSE,
P082,C,Washington County Humane Society,"3650 WI-60 Trunk, Slinger, WI 53086",Slinger,Animal Shelter,49.6,12487.5,103068.8,Current Electric,2020-10-30 00:00:00,43.3333862,-88.2857631,FALSE,
C090,C,"The BRICK Ministries, Inc.","420 Ellis Ave S, Ashland, WI 54806",Ashland,Poverty alleviation,11.375,6399.0,31991.0,Jolma Electric,2021-02-23 00:00:00,46.589417,-90.880769,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/C090-BRICK-array.jpg
C092,C,"Friends of the Albertson Memorial Library, Inc.","200 N Water St, Albany, WI 53502",Albany,Library,28.8,10000.0,53750.0,Full Spectrum Solar,2021-05-24 00:00:00,42.708944,-89.438561,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/C092-Albertson-Lib.jpg
C093,C,Ezekiel Lutheran Church,"202 S 2nd St, River Falls, WI 54022",River Falls,Faith,51.6,10000.0,124127.0,Energy Concepts,2021-10-01 00:00:00,44.856944367346934,-92.62500087755102,FALSE,
P083,C,Friends of the Sauk County Fairgrounds,"700 Washington Ave, Baraboo, WI 53913",Baraboo,Community Facility,19.24,8658.0,40398.0,All Sky Energy,2021-05-01 00:00:00,43.472261505050504,-89.72513443434343,FALSE,
P086,C,Plymouth Congregational UCC,"2405 Atwood Ave, Madison, WI 53704",Madison,Faith,17.02,7659.0,41833.0,Arch Electric,2021-11-01 00:00:00,43.09368668684757,-89.34678899931764,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P086-PlymouthCong-1.jpg
P087,C,Just One More Ministry,"4180 N Lydell St, Glendale, WI 53212",Glendale,Poverty alleviation,28.86,12487.5,53336.0,Arch Electric,2021-04-01 00:00:00,43.062219,-89.317352,FALSE,
P089,C,"Couleecap, Inc.","201 Melby St, Westby, WI 54667",Westby,Poverty alleviation,63.0,12487.5,94958.0,Ethos Green Power,2021-11-01 00:00:00,43.654326,-90.859025,FALSE,
P091,C,Community Clothes Closet,"1465B Opportunity Way, Menasha, WI 54952",Menasha,Poverty alleviation,24.42,10989.0,40410.0,Eland Electric,2021-12-01 00:00:00,44.227127,-88.414944,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P091-Community-Clothes-Closet.jpg
P094,C,All Saints Lutheran Church,"2951 Chapel Valley Rd, Fitchburg, WI 53711",Fitchburg,Faith,20.7,9324.0,45420.0,Midwest Solar Power,2021-06-01 00:00:00,43.014139572495154,-89.43304025224717,FALSE,
P095,C,Milwaukee Habitat for Humanity ReStore,"4150 S 108th St, Greenfield, WI 53228",Greenfield,Poverty alleviation,49.95,12487.5,139833.0,Energize,2021-12-01 00:00:00,42.9685666,-88.0469818726365,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P095-Milw-HfH-Restore.jpg
P096,C,"Habitat for Humanity of Dane County, Inc","3101 Latham Dr, Madison, WI 53713",Madison,Poverty alleviation,30.0,12487.5,51000.0,Madison Solar Consulting,2021-07-21 00:00:00,43.030499,-89.402848,FALSE,
P097,C,Walnut Way Conservation Corps,"2240 N 17th St, Milwaukee, WI 53205",Milwaukee,Human Services,10.0,4662.0,51000.0,Arch Electric,2022-02-15 00:00:00,43.059668670978226,-87.9338021416867,FALSE,
P098,C,Boys & Girls Club of Dane County,"4619 Jenewein Rd, Madison, WI 53711",Fitchburg,Youth Services,85.8,24975.0,176500.0,WES Engineering,2021-11-01 00:00:00,43.02904585138374,-89.45670263547615,FALSE,
P099,C,Yerkes Future Foundation,"373 W Geneva St, Williams Bay, WI 53191",Williams Bay,Community Facility,60.0,12487.5,165000.0,Adams Electric,2021-12-01 00:00:00,42.57466297131967,-88.55699988039363,FALSE,
C100,C,North Central Conservancy Trust,"301 W Cedar St, Stevens Point, WI 54481",Stevens Point,Conservation,3.4,2676.0,13380.0,North Wind,2021-06-07 00:00:00,44.5229223,-89.574111,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/C100-NCCT-RibbonCutting.jpg
C101,C,American Birkebeiner,"10527 Main St, Hayward, WI 54843",Hayward,Athletics,6.12,4325.0,21624.4,Tru North Solar,2021-10-01 00:00:00,46.01308405,-91.48323363035013,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/C101-Am_Bierke_Array.jpg
C102,C,First Congregational Church-United Church of Christ,"311 2nd St S, Wisconsin Rapids, WI 54494",Wisconsin Rapids,Faith,42.5,5000.0,104700.0,North Wind,2021-11-17 00:00:00,44.390421716698825,-89.82571501989788,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/C102-UCC-WiscRapids_1.jpg
C103,C,"First Congregational United Church of Christ Madison, WI","305 Lathrop St, Madison, WI 53726",Madison,Faith,61.2,5000.0,134000.0,Full Spectrum,2022-03-02 00:00:00,43.07274067528602,-89.41481882926476,FALSE,
C104,C,Visit Sheboygan STEAM,"826 S 8th St, Sheboygan, WI 53081",Sheboygan ,Community Facility,19.5,5000.0,46137.0,Arch Electric,2023-02-01 00:00:00,43.74615724489796,-87.71306512244898,FALSE,
C105,C,Madison Monthly Meeting (Quakers),"1704 Roberts Ct, Madison, WI 53711",Madison,Faith,20.0,5000.0,39000.0,Full Spectrum,2022-11-01 00:00:00,43.06651679591837,-89.41587018367346,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/C105-MadisonMonthlyMeeting-Quakers.jpg
P109,C,Ashland Area Development Corporation,"422 3rd St W, Ashland, WI 54806",Ashland,Human Services,120.0,24975.0,166895.0,Jolma Electric,2021-12-01 00:00:00,46.588770301476785,-90.88649583415999,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P109-AADC1.JPG
P110,C,Neshkoro Area Fire Protection District,"W690 County Hwy E, Neshkoro, WI 54960",Neshkoro,Public Safety,14.08,3163.5,39900.0,Ally Sky Energy,2021-11-17 00:00:00,43.9745048,-89.214128,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P110-Neshkoro.jpg
P111,C,American Birkebeiner,"10527 Main St, Hayward, WI 54843",Hayward,Athletics,24.9,5661.0,49880.0,Tru North Solar,2021-11-01 00:00:00,46.01308405,-91.48323363035013,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P111-Birkie-SawyerCtyRecorder.jpg
P113,C,Friends of the Pavilion (Formerly known as Friends of the Egg Harbor Library),"7845 Church St, Egg Harbor, WI 54209",Egg Harbor,Library,20.0,4495.5,53760.0,Eland Electric,2021-08-01 00:00:00,45.051550041473085,-87.27808816373539,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P113-Kress_pav-panels.jpg
P114,C,Woodland Boys & Girls Club Inc.,"6724 S Water St, Neopit, WI 54150",Neopit,Youth Services,20.72,4662.0,48100.0,Eland Electric,2022-03-01 00:00:00,44.98463,-88.82829,FALSE,
P116,C,Family & Children's Center (Viroqua),"1321 US-61, Viroqua, WI 54665",Viroqua,Poverty alleviation,82.0,18481.5,142684.0,Ethos Green Energy,2021-11-01 00:00:00,43.5569174,-90.8887413,FALSE,
P117,C,"Sheboygan Senior Community, Inc","3505 Co Rd Y, Sheboygan, WI 53083",Sheboygan ,Housing,198.0,24975.0,658000.0,Arch Electric,2023-02-01 00:00:00,43.781227,-87.779829,FALSE,https://couillardsolarfoundation.org/wp-content/uploads/2023/10/P117-SheboySenCenter-1.jpg
C119,A,Commonwealth Development,"2009 Leland Dr, Madison, WI 53711",Madison,Housing,17.3,5000.0,45000.0,undecided,,43.03170849501421,-89.47963721683286,FALSE,
C121,C,ECHO (Everyone Cooperating To Help Others),"65 S High St, Janesville, WI 53548",Janesville,Poverty alleviation,63.45,10000.0,155452.0,SunBadger,2022-08-17 00:00:00,42.67968902173913,-89.02702913043478,FALSE,
P122,C,Midvale Community Lutheran Church ,"4329 Tokay Blvd, Madison, WI 53711",Madison,Faith,7.2,1822.5,23995.0,Full Spectrum,2023-03-19 00:00:00,43.05343497166993,-89.44862989002793,FALSE,
P124,C,Access Community Health Centers ,"2202 S Park St, Madison, WI 53713",Madison,Health Care,52.1,11822.0,96320.0,Full Spectrum,2023-03-01 00:00:00,43.04161830240766,-89.39414186767964,FALSE,
P125,C,Access Community Health Centers,"1270 W Main St, Sun Prairie, WI 53590",Sun Prairie,Health Care,48.1,10823.0,97000.0,Full Spectrum,2023-03-01 00:00:00,43.17980009866559,-89.23426999832441,FALSE,
P126,C,Access Community Health Centers,"3434 E Washington Ave, Madison, WI 53704",Madison,Health Care,56.07,12488.0,101305.0,Full Spectrum,2023-03-01 00:00:00,43.11364625698392,-89.32985337598714,FALSE,
P127,C,Madison Circus Space,"2082 Winnebago St, Madison, WI 53704",Madison,Recreation,27.3,6691.200000000001,64318.0,Full Spectrum,2022-06-03 00:00:00,43.09305446690622,-89.35450429196902,FALSE,
P128,C,"Northern Lights Services, Inc","706 Bratley Dr, Washburn, WI 54891",Washburn,Health Care,118.03,24975.0,177420.0,Jolma Electric,2022-12-01 00:00:00,46.681285700000004,-90.88366218060992,FALSE,
